OBJEKTKEY;FIRMA;PROGRAMM;ABTEILUNG;USERNAME;STRASSE;POSTLEITZAHL;ORT;TEL FIRMA;FAX FIRMA;TEL USER;USER FUNKTION;ANZAHL MITARB;USER eMAIL;WEITERGABE;FIRMA WWW;PRG VERSION;PRG ANZ USER;PRG MODULE;PRG LIZENZ;PRG PREIS EURO;PRG WART NR;PRG WART GEBUEHR;PRG WART ART;PRG WART %SATZ;ABSCHL DAT;KUEND DAT;KDBER USERNAME;KDBER USERKENN;PRG ANZ MAN;RE FIRMA;RE ABTEILUNG;RE USERNAME;RE STRASSE;RE POSTLEITZAHL;RE ORT;BEST NR;BEST DAT;BEST NAME;RE ANZ COPIES
100000516;Its's Raining Men;SCOTT RICHARDS;;;;;;;;;;497;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000389;Ja-Da;;Johnnie Vinson;;;;;;;;;378;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000251;James Bond 007;;Johan de Mey;;;;;;;;;243;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000515;James Last Golden Hits;STEVE MAC MILLAN;;;;;;;;;;496;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000514;Jesus Christ Superstar;HENRY MANCINI;;;;;;;;;;495;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000509;Jingle Bells;ORIGIANLE VORHANDEN;G.Gazzani;;;;;;;;;489;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000481;John Williams: The Symphonic Marches;;John HIggins;;;;;;;;;462;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000100;Jubelklänge;;Ernst Uebel;;;;;;;;;96;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000136;Jubilate Deo;;Heinz Dietersen;;;;;;;;;130;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000391;Jubilee Marsch;;Roland Kreid;;;;;;;;;379;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000572;Junge Tenöre;;Peter Schad;;;;;;;;;551;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000490;Jurassic Park;;;;;;;;;;;471;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000015;Jäger Chor;;Weber;;;;;;;;;14;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000366;Jäger-Chor;;C. M. v. Webez;;;;;;;;;356;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000354;Kaiser Friedrich;;P. J. Molennaar;;;;;;;;;345;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000241;Kaiserwalzer;;Hans Hartwig;;;;;;;;;233;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000476;Karneval 2005;;;;;;;;;;;457;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000473;Karneval Parade;;Eric Denner;;;;;;;;;457;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000165;Killing me softly;;Larry Fotser;;;;;;;;;158;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000428;Klokkenfeest;;Henk van Lijnschooten;;;;;;;;;410;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000276;Klänge vom Rhein;;H. Egidius;;;;;;;;;268;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000155;Konfetti Marsch;;Xaver Lecheler;;;;;;;;;148;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000254;König Mydas;;Max Rhode;;;;;;;;;246;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000503;Langstrupmf Samba;JOHN BLANKEN;;;;;;;;;;483;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000263;Largo - aus der Oper Xerxes;;F. Hindel;;;;;;;;;255;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000323;Latin Gold;;Paul Lavender;;;;;;;;;314;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000017;Lausbuben Streiche;;Franz Watz;;;;;;;;;16;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000041;Lausitzer Marschalbum (Lieferung 1-2);;Johann Brussig;;;;;;;;;40;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000042;Lausitzer Marschalbum (Lieferung 11-12);;Johann Brussig;;;;;;;;;41;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000144;Lausitzer Marschalbum (Lieferung 3-4);;Johann Brussig;;;;;;;;;138;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000075;Leichte Finger;;Thorsten Reinau;;;;;;;;;72;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000308;Leichte Kavallerie;;F. v. Suppe;;;;;;;;;296;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000160;Lemon Tree;;Andre Waignein;;;;;;;;;153;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000577;Leningrad;;Jan van Kraeydonck;;;;;;;;;556;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000546;Les Humphries in Concert;;Kurt Gäble;;;;;;;;;526;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000504;Les Miserable;WARREN BARRER;;;;;;;;;;484;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000513;Let me entertain you;DON CAMPBELL;;;;;;;;;;494;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000319;Lights! Camera! Action!;;John Higgens;;;;;;;;;310;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000073;Lionel;;Paul Lavender;;;;;;;;;70;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000541;Live and let die;;Ray Farr;;;;;;;;;521;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000349;Livin' la Vida Loca;;John Higgins;;;;;;;;;340;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000565;Lord Tullamore;;Carl Wittrock;;;;;;;;;544;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000543;Löffelpolka;;Gerald Weinkopf;;;;;;;;;523;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000001;Macht hoch die Tür;;Jan de Haan;;;;;;;;;1;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000526;Made in Germany;;Manfred Schneider;;;;;;;;;522;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000083;Mallorca Party;;Mike Costello;;;;;;;;;80;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000334;Mama Lorraine;;Roland Kreid;;;;;;;;;325;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
100000024;Mambo Jambo;;Karl-heinz Bel;;;;;;;;;23;;;;;1;;;0;KEINEWARTUNG;0;1;0;;;;;1;;;;;;;;;;1
